date,year,month,day,weekday,weekday_num,is_weekend,is_holiday,holiday_name,rokuyou,junishi,is_taian,is_ichiryumanbai,is_tensha,is_tora_no_hi,is_mi_no_hi,temp_max,temp_min,temp_mean,precipitation,weather
2023-11-09,2023,11,9,木,3,False,False,,友引,未,False,True,False,False,False,19.1,11.1,15.2,0.0,曇り
2023-11-10,2023,11,10,金,4,False,False,,先負,申,False,False,False,False,False,19.6,11.2,15.5,7.9,雨
2023-11-11,2023,11,11,土,5,True,False,,仏滅,酉,False,False,False,False,False,15.1,10.0,12.1,0.0,曇り
2023-11-12,2023,11,12,日,6,True,False,,大安,戌,True,False,False,False,False,12.5,9.4,11.0,2.5,雨
2023-11-13,2023,11,13,月,0,False,False,,赤口,亥,False,False,False,False,False,13.2,5.4,9.4,0.7,小雨
2023-11-14,2023,11,14,火,1,False,False,,先勝,子,False,False,False,False,False,15.4,4.1,9.6,0.0,曇り
2023-11-15,2023,11,15,水,2,False,False,,友引,丑,False,False,False,False,False,14.1,9.4,11.8,10.9,雨
2023-11-16,2023,11,16,木,3,False,False,,先負,寅,False,False,False,True,False,16.2,6.9,12.2,0.0,曇り
2023-11-17,2023,11,17,金,4,False,False,,仏滅,卯,False,False,False,False,False,16.5,11.8,14.6,27.1,雨
2023-11-18,2023,11,18,土,5,True,False,,大安,辰,True,False,False,False,False,15.1,6.5,10.8,0.0,曇り
2023-11-19,2023,11,19,日,6,True,False,,赤口,巳,False,False,False,False,True,18.2,7.1,11.7,0.0,晴れ
2023-11-20,2023,11,20,月,0,False,False,,先勝,午,False,False,False,False,False,15.1,5.5,9.9,0.0,晴れ
2023-11-21,2023,11,21,火,1,False,False,,友引,未,False,False,False,False,False,15.1,4.4,9.6,0.0,晴れ
2023-11-22,2023,11,22,水,2,False,False,,先負,申,False,True,False,False,False,18.4,5.1,11.4,0.0,晴れ
2023-11-23,2023,11,23,木,3,False,True,勤労感謝の日,仏滅,酉,False,True,False,False,False,20.6,9.4,13.6,3.3,雨
2023-11-24,2023,11,24,金,4,False,False,,大安,戌,True,True,False,False,False,20.0,7.8,12.5,0.1,小雨
2023-11-25,2023,11,25,土,5,True,False,,赤口,亥,False,False,False,False,False,10.1,4.0,7.4,0.0,曇り
2023-11-26,2023,11,26,日,6,True,False,,先勝,子,False,False,False,False,False,10.1,5.2,8.2,2.1,小雨
2023-11-27,2023,11,27,月,0,False,False,,友引,丑,False,False,False,False,False,14.9,6.8,9.9,0.0,曇り
2023-11-28,2023,11,28,火,1,False,False,,先負,寅,False,False,False,True,False,18.8,6.2,11.4,0.7,雨
2023-11-29,2023,11,29,水,2,False,False,,仏滅,卯,False,False,False,False,False,15.5,4.2,9.4,0.0,曇り
2023-11-30,2023,11,30,木,3,False,False,,大安,辰,True,False,False,False,False,14.0,5.5,8.4,0.0,曇り
2023-12-01,2023,12,1,金,4,False,False,,赤口,巳,False,False,False,False,True,10.8,5.1,7.4,0.0,曇り
2023-12-02,2023,12,2,土,5,True,False,,先勝,午,False,False,False,False,False,11.8,2.3,6.8,0.0,晴れ
2023-12-03,2023,12,3,日,6,True,False,,友引,未,False,False,False,False,False,12.9,2.3,6.9,0.0,晴れ
2023-12-04,2023,12,4,月,0,False,False,,先負,申,False,False,False,False,False,13.1,1.5,6.6,0.0,晴れ
2023-12-05,2023,12,5,火,1,False,False,,仏滅,酉,False,True,False,False,False,13.5,0.9,7.8,1.3,雨
2023-12-06,2023,12,6,水,2,False,False,,大安,戌,True,True,False,False,False,14.9,6.9,10.9,9.5,雨
2023-12-07,2023,12,7,木,3,False,False,,赤口,亥,False,False,False,False,False,16.4,5.8,10.4,0.0,曇り
2023-12-08,2023,12,8,金,4,False,False,,先勝,子,False,False,False,False,False,14.8,2.2,8.3,0.0,晴れ
2023-12-09,2023,12,9,土,5,True,False,,友引,丑,False,False,False,False,False,16.2,4.0,8.7,0.0,曇り
2023-12-10,2023,12,10,日,6,True,False,,先負,寅,False,False,False,True,False,18.7,4.2,11.1,0.0,曇り
2023-12-11,2023,12,11,月,0,False,False,,仏滅,卯,False,True,False,False,False,14.1,11.4,13.0,0.1,小雨
2023-12-12,2023,12,12,火,1,False,False,,大安,辰,True,False,False,False,False,15.9,9.8,13.2,34.5,雨
2023-12-13,2023,12,13,水,2,False,False,,赤口,巳,False,False,False,False,True,12.7,5.4,9.0,0.2,小雨
2023-12-14,2023,12,14,木,3,False,False,,先勝,午,False,False,False,False,False,13.1,4.2,9.1,0.0,曇り
2023-12-15,2023,12,15,金,4,False,False,,友引,未,False,False,False,False,False,12.1,9.4,11.1,3.9,雨
2023-12-16,2023,12,16,土,5,True,False,,先負,申,False,False,False,False,False,18.0,10.3,15.1,0.3,小雨
2023-12-17,2023,12,17,日,6,True,False,,仏滅,酉,False,False,False,False,False,14.0,4.7,9.0,0.0,曇り
2023-12-18,2023,12,18,月,0,False,False,,大安,戌,True,False,False,False,False,8.6,-0.1,3.9,0.0,曇り
2023-12-19,2023,12,19,火,1,False,False,,赤口,亥,False,False,False,False,False,9.0,1.8,6.0,0.1,小雨
2023-12-20,2023,12,20,水,2,False,False,,先勝,子,False,True,False,False,False,12.1,3.3,7.3,0.0,曇り
2023-12-21,2023,12,21,木,3,False,False,,友引,丑,False,True,False,False,False,10.8,3.2,6.8,0.4,小雨
2023-12-22,2023,12,22,金,4,False,False,,先負,寅,False,False,False,True,False,8.1,-0.5,3.6,0.0,晴れ
2023-12-23,2023,12,23,土,5,True,False,,仏滅,卯,False,False,False,False,False,8.6,-1.4,3.1,0.0,曇り
2023-12-24,2023,12,24,日,6,True,False,,大安,辰,True,True,False,False,False,10.3,-0.4,4.3,0.0,曇り
2023-12-25,2023,12,25,月,0,False,False,,赤口,巳,False,False,False,False,True,10.9,-0.4,5.1,0.0,晴れ
2023-12-26,2023,12,26,火,1,False,False,,先勝,午,False,False,False,False,False,11.6,0.9,6.0,0.0,晴れ
2023-12-27,2023,12,27,水,2,False,False,,友引,未,False,False,False,False,False,10.0,1.4,5.6,0.0,曇り
2023-12-28,2023,12,28,木,3,False,False,,先負,申,False,False,False,False,False,9.6,2.1,5.5,0.0,曇り
2023-12-29,2023,12,29,金,4,False,False,,仏滅,酉,False,False,False,False,False,13.8,-0.2,6.3,0.0,晴れ
2023-12-30,2023,12,30,土,5,True,False,,大安,戌,True,False,False,False,False,13.3,1.9,8.4,0.1,小雨
2023-12-31,2023,12,31,日,6,True,False,,赤口,亥,False,False,False,False,False,13.6,4.8,8.8,2.3,雨
2024-01-01,2024,1,1,月,0,False,True,元日,先勝,子,False,False,True,False,False,10.1,2.1,7.3,0.0,曇り
2024-01-02,2024,1,2,火,1,False,False,,友引,丑,False,False,False,False,False,10.4,0.9,5.2,0.0,曇り
2024-01-03,2024,1,3,水,2,False,False,,先負,寅,False,False,False,True,False,12.1,1.0,6.7,0.4,小雨
2024-01-04,2024,1,4,木,3,False,False,,仏滅,卯,False,False,False,False,False,12.2,3.3,7.5,0.3,小雨
2024-01-05,2024,1,5,金,4,False,False,,大安,辰,True,False,False,False,False,12.9,-0.3,5.2,0.0,晴れ
2024-01-06,2024,1,6,土,5,True,False,,赤口,巳,False,True,False,False,True,14.2,1.2,6.8,0.0,晴れ
2024-01-07,2024,1,7,日,6,True,False,,先勝,午,False,False,False,False,False,9.8,2.2,5.8,0.0,曇り
2024-01-08,2024,1,8,月,0,False,True,成人の日,友引,未,False,False,False,False,False,6.7,-0.6,2.6,0.0,晴れ
2024-01-09,2024,1,9,火,1,False,False,,先負,申,False,False,False,False,False,9.9,-0.6,3.4,0.0,晴れ
2024-01-10,2024,1,10,水,2,False,False,,仏滅,酉,False,False,False,False,False,12.4,-1.2,4.6,0.0,曇り
2024-01-11,2024,1,11,木,3,False,False,,大安,戌,True,False,False,False,False,8.4,1.3,5.3,0.0,曇り
2024-01-12,2024,1,12,金,4,False,False,,赤口,亥,False,True,False,False,False,12.4,-2.3,4.9,0.0,晴れ
2024-01-13,2024,1,13,土,5,True,False,,先勝,子,False,True,False,False,False,9.1,-0.2,4.3,3.3,雪
2024-01-14,2024,1,14,日,6,True,False,,友引,丑,False,False,False,False,False,8.7,-2.7,3.5,0.0,晴れ
2024-01-15,2024,1,15,月,0,False,False,,先負,寅,False,False,False,True,False,8.0,-0.2,3.5,0.1,雪
2024-01-16,2024,1,16,火,1,False,False,,仏滅,卯,False,False,False,False,False,4.2,-0.4,1.8,0.0,晴れ
2024-01-17,2024,1,17,水,2,False,False,,大安,辰,True,False,False,False,False,10.1,-3.0,2.7,0.0,曇り
2024-01-18,2024,1,18,木,3,False,False,,赤口,巳,False,False,False,False,True,13.9,1.9,7.2,0.0,曇り
2024-01-19,2024,1,19,金,4,False,False,,先勝,午,False,True,False,False,False,11.6,6.1,8.2,0.0,曇り
2024-01-20,2024,1,20,土,5,True,False,,友引,未,False,False,False,False,False,8.6,5.2,7.3,0.3,小雨
2024-01-21,2024,1,21,日,6,True,False,,先負,申,False,False,False,False,False,14.9,8.9,11.4,42.2,雨
2024-01-22,2024,1,22,月,0,False,False,,仏滅,酉,False,False,False,False,False,13.1,8.4,10.7,0.5,小雨
2024-01-23,2024,1,23,火,1,False,False,,大安,戌,True,False,False,False,False,10.8,2.3,7.3,4.3,大雪
2024-01-24,2024,1,24,水,2,False,False,,赤口,亥,False,False,False,False,False,5.5,-0.8,2.4,1.0,雪
2024-01-25,2024,1,25,木,3,False,False,,先勝,子,False,False,False,False,False,6.3,-1.0,2.4,0.0,晴れ
2024-01-26,2024,1,26,金,4,False,False,,友引,丑,False,False,False,False,False,9.1,0.7,4.4,0.0,曇り
2024-01-27,2024,1,27,土,5,True,False,,先負,寅,False,True,False,True,False,9.9,3.1,6.1,0.0,晴れ
2024-01-28,2024,1,28,日,6,True,False,,仏滅,卯,False,True,False,False,False,10.3,-1.1,4.8,0.0,曇り
2024-01-29,2024,1,29,月,0,False,False,,大安,辰,True,False,False,False,False,10.4,1.5,5.2,0.0,曇り
2024-01-30,2024,1,30,火,1,False,False,,赤口,巳,False,False,False,False,True,11.4,0.6,5.9,0.0,曇り
2024-01-31,2024,1,31,水,2,False,False,,先勝,午,False,False,False,False,False,13.4,2.3,6.8,0.0,曇り
2024-02-01,2024,2,1,木,3,False,False,,友引,未,False,False,False,False,False,13.6,2.6,7.2,0.0,曇り
2024-02-02,2024,2,2,金,4,False,False,,先負,申,False,False,False,False,False,7.0,0.4,2.8,0.0,曇り
2024-02-03,2024,2,3,土,5,True,False,,仏滅,酉,False,False,False,False,False,8.8,2.2,4.6,0.0,曇り
2024-02-04,2024,2,4,日,6,True,False,,大安,戌,True,False,False,False,False,10.4,1.1,5.1,0.5,小雨
2024-02-05,2024,2,5,月,0,False,False,,赤口,亥,False,False,False,False,False,7.1,1.5,4.2,19.6,雨
2024-02-06,2024,2,6,火,1,False,False,,先勝,子,False,False,False,False,False,4.8,3.5,4.4,9.2,雨
2024-02-07,2024,2,7,水,2,False,False,,友引,丑,False,True,False,False,False,9.2,0.1,4.1,0.4,小雨
2024-02-08,2024,2,8,木,3,False,False,,先負,寅,False,True,False,True,False,10.6,-1.1,4.5,0.0,曇り
2024-02-09,2024,2,9,金,4,False,False,,仏滅,卯,False,True,False,False,False,9.1,0.1,5.3,0.0,曇り
2024-02-10,2024,2,10,土,5,True,False,,大安,辰,True,False,False,False,False,10.4,2.8,6.2,4.3,雪
2024-02-11,2024,2,11,日,6,True,True,建国記念の日,赤口,巳,False,False,False,False,True,9.2,3.0,5.6,0.0,曇り
2024-02-12,2024,2,12,月,0,False,False,,先勝,午,False,False,False,False,False,10.1,1.0,5.3,1.4,雪
2024-02-13,2024,2,13,火,1,False,False,,友引,未,False,False,False,False,False,14.3,-2.5,5.6,0.0,晴れ
2024-02-14,2024,2,14,水,2,False,False,,先負,申,False,False,False,False,False,16.6,0.2,8.3,0.0,曇り
2024-02-15,2024,2,15,木,3,False,False,,仏滅,酉,False,False,False,False,False,19.4,1.8,11.3,0.0,曇り
2024-02-16,2024,2,16,金,4,False,False,,大安,戌,True,False,False,False,False,15.2,3.3,7.7,5.1,雨
2024-02-17,2024,2,17,土,5,True,False,,赤口,亥,False,False,False,False,False,10.6,3.9,7.0,0.0,晴れ
2024-02-18,2024,2,18,日,6,True,False,,先勝,子,False,False,False,False,False,15.9,4.5,10.3,0.0,曇り
2024-02-19,2024,2,19,月,0,False,False,,友引,丑,False,False,False,False,False,18.3,10.6,14.7,0.9,雨
2024-02-20,2024,2,20,火,1,False,False,,先負,寅,False,True,False,True,False,20.6,10.7,15.7,2.1,雨
2024-02-21,2024,2,21,水,2,False,False,,仏滅,卯,False,False,False,False,False,10.7,7.2,8.3,9.0,雨
2024-02-22,2024,2,22,木,3,False,False,,大安,辰,True,False,False,False,False,7.3,3.8,5.8,6.4,雨
2024-02-23,2024,2,23,金,4,False,True,天皇誕生日,赤口,巳,False,True,False,False,True,4.3,2.8,3.9,3.4,小雨
2024-02-24,2024,2,24,土,5,True,False,,先勝,午,False,True,False,False,False,8.8,1.8,4.7,0.0,曇り
2024-02-25,2024,2,25,日,6,True,False,,友引,未,False,False,False,False,False,8.9,3.5,7.0,11.8,雨
2024-02-26,2024,2,26,月,0,False,False,,先負,申,False,False,False,False,False,10.8,4.0,6.7,7.4,雨
2024-02-27,2024,2,27,火,1,False,False,,仏滅,酉,False,False,False,False,False,8.1,3.8,5.7,0.0,曇り
2024-02-28,2024,2,28,水,2,False,False,,大安,戌,True,False,False,False,False,10.1,1.2,5.4,0.0,曇り
2024-02-29,2024,2,29,木,3,False,False,,赤口,亥,False,False,False,False,False,9.6,0.3,6.1,2.9,雨
2024-03-01,2024,3,1,金,4,False,False,,先勝,子,False,False,False,False,False,12.6,6.1,9.0,18.6,雨
2024-03-02,2024,3,2,土,5,True,False,,友引,丑,False,False,False,False,False,7.4,1.6,4.5,0.0,曇り
2024-03-03,2024,3,3,日,6,True,False,,先負,寅,False,False,False,True,False,11.6,-0.8,5.6,0.0,晴れ
2024-03-04,2024,3,4,月,0,False,False,,仏滅,卯,False,False,False,False,False,11.6,-0.1,5.8,0.2,小雨
2024-03-05,2024,3,5,火,1,False,False,,大安,辰,True,False,False,False,False,7.9,2.2,5.7,14.7,雪
2024-03-06,2024,3,6,水,2,False,False,,赤口,巳,False,True,False,False,True,9.4,5.2,7.1,22.4,雪
2024-03-07,2024,3,7,木,3,False,False,,先勝,午,False,True,False,False,False,9.6,2.5,6.1,0.0,曇り
2024-03-08,2024,3,8,金,4,False,False,,友引,未,False,False,False,False,False,8.1,2.8,5.5,21.8,雨
2024-03-09,2024,3,9,土,5,True,False,,先負,申,False,False,False,False,False,8.3,-0.5,3.6,0.0,曇り
2024-03-10,2024,3,10,日,6,True,False,,仏滅,酉,False,True,False,False,False,9.6,-0.7,3.8,0.6,雪
2024-03-11,2024,3,11,月,0,False,False,,大安,戌,True,False,False,False,False,11.1,-2.2,5.1,0.0,曇り
2024-03-12,2024,3,12,火,1,False,False,,赤口,亥,False,False,False,False,False,11.4,4.4,7.8,52.3,大雨
2024-03-13,2024,3,13,水,2,False,False,,先勝,子,False,False,False,False,False,10.4,4.4,7.2,0.3,小雨
2024-03-14,2024,3,14,木,3,False,False,,友引,丑,False,False,False,False,False,13.5,-0.7,7.0,0.0,晴れ
2024-03-15,2024,3,15,金,4,False,False,,先負,寅,False,False,True,True,False,15.6,3.4,9.2,0.0,晴れ
2024-03-16,2024,3,16,土,5,True,False,,仏滅,卯,False,False,False,False,False,14.9,4.4,10.1,0.0,曇り
2024-03-17,2024,3,17,日,6,True,False,,大安,辰,True,False,False,False,False,18.2,10.0,13.8,0.4,小雨
2024-03-18,2024,3,18,月,0,False,False,,赤口,巳,False,False,False,False,True,10.9,2.5,6.8,0.0,曇り
2024-03-19,2024,3,19,火,1,False,False,,先勝,午,False,False,False,False,False,11.1,0.3,5.9,0.0,曇り
2024-03-20,2024,3,20,水,2,False,True,春分の日,友引,未,False,False,False,False,False,13.3,1.4,7.1,0.3,小雨
2024-03-21,2024,3,21,木,3,False,False,,先負,申,False,True,False,False,False,8.9,1.3,4.9,0.4,雪
2024-03-22,2024,3,22,金,4,False,False,,仏滅,酉,False,True,False,False,False,9.9,0.9,5.0,0.7,小雨
2024-03-23,2024,3,23,土,5,True,False,,大安,戌,True,True,False,False,False,10.2,-0.4,4.6,6.1,雨
2024-03-24,2024,3,24,日,6,True,False,,赤口,亥,False,False,False,False,False,15.7,1.6,9.4,0.0,曇り
2024-03-25,2024,3,25,月,0,False,False,,先勝,子,False,False,False,False,False,13.8,7.8,11.2,3.1,雨
2024-03-26,2024,3,26,火,1,False,False,,友引,丑,False,False,False,False,False,12.0,4.9,10.3,27.7,雨
2024-03-27,2024,3,27,水,2,False,False,,先負,寅,False,False,False,True,False,14.4,4.3,8.4,0.8,小雨
2024-03-28,2024,3,28,木,3,False,False,,仏滅,卯,False,False,False,False,False,14.1,2.8,10.0,0.2,小雨
2024-03-29,2024,3,29,金,4,False,False,,大安,辰,True,False,False,False,False,18.9,11.7,14.8,28.1,大雨
2024-03-30,2024,3,30,土,5,True,False,,赤口,巳,False,False,False,False,True,18.2,10.3,14.7,0.0,曇り
2024-03-31,2024,3,31,日,6,True,False,,先勝,午,False,False,False,False,False,18.0,8.2,14.0,0.0,曇り
2024-04-01,2024,4,1,月,0,False,False,,友引,未,False,False,False,False,False,14.1,7.8,11.6,1.1,小雨
2024-04-02,2024,4,2,火,1,False,False,,先負,申,False,True,False,False,False,16.2,4.9,11.4,0.0,曇り
2024-04-03,2024,4,3,水,2,False,False,,仏滅,酉,False,True,False,False,False,15.9,8.4,13.0,9.2,雨
2024-04-04,2024,4,4,木,3,False,False,,大安,戌,True,False,False,False,False,18.4,12.0,14.5,4.6,雨
2024-04-05,2024,4,5,金,4,False,False,,赤口,亥,False,False,False,False,False,12.1,9.1,10.9,2.6,雨
2024-04-06,2024,4,6,土,5,True,False,,先勝,子,False,False,False,False,False,15.8,9.8,13.2,4.7,雨
2024-04-07,2024,4,7,日,6,True,False,,友引,丑,False,False,False,False,False,18.6,11.8,15.3,2.0,雨
2024-04-08,2024,4,8,月,0,False,False,,先負,寅,False,False,False,True,False,19.0,13.5,16.4,1.5,雨
2024-04-09,2024,4,9,火,1,False,False,,仏滅,卯,False,False,False,False,False,19.3,9.4,14.3,45.5,大雨
2024-04-10,2024,4,10,水,2,False,False,,大安,辰,True,False,False,False,False,12.7,4.4,9.1,0.0,曇り
2024-04-11,2024,4,11,木,3,False,False,,赤口,巳,False,True,False,False,True,15.3,4.0,11.4,0.0,曇り
2024-04-12,2024,4,12,金,4,False,False,,先勝,午,False,False,False,False,False,15.9,10.5,14.0,1.1,小雨
2024-04-13,2024,4,13,土,5,True,False,,友引,未,False,False,False,False,False,18.1,10.4,14.2,0.0,曇り
2024-04-14,2024,4,14,日,6,True,False,,先負,申,False,False,False,False,False,18.9,8.1,14.2,0.0,曇り
2024-04-15,2024,4,15,月,0,False,False,,仏滅,酉,False,False,False,False,False,21.9,8.7,15.7,0.0,曇り
2024-04-16,2024,4,16,火,1,False,False,,大安,戌,True,False,False,False,False,21.5,11.8,16.8,0.0,曇り
2024-04-17,2024,4,17,水,2,False,False,,赤口,亥,False,True,False,False,False,19.2,13.7,16.5,3.1,雨
2024-04-18,2024,4,18,木,3,False,False,,先勝,子,False,True,False,False,False,17.8,14.1,15.9,0.9,小雨
2024-04-19,2024,4,19,金,4,False,False,,友引,丑,False,False,False,False,False,18.8,12.4,15.3,1.0,雨
2024-04-20,2024,4,20,土,5,True,False,,先負,寅,False,False,False,True,False,21.6,11.2,16.1,0.0,曇り
2024-04-21,2024,4,21,日,6,True,False,,仏滅,卯,False,False,False,False,False,19.1,9.4,14.7,0.2,小雨
2024-04-22,2024,4,22,月,0,False,False,,大安,辰,True,False,False,False,False,18.1,13.8,15.7,1.9,雨
2024-04-23,2024,4,23,火,1,False,False,,赤口,巳,False,False,False,False,True,17.5,14.2,15.9,0.2,小雨
2024-04-24,2024,4,24,水,2,False,False,,先勝,午,False,True,False,False,False,16.2,15.1,15.6,7.5,雨
2024-04-25,2024,4,25,木,3,False,False,,友引,未,False,False,False,False,False,21.0,13.6,17.5,4.5,雨
2024-04-26,2024,4,26,金,4,False,False,,先負,申,False,False,False,False,False,20.9,9.4,16.8,0.0,曇り
2024-04-27,2024,4,27,土,5,True,False,,仏滅,酉,False,False,False,False,False,20.2,14.9,18.0,1.1,小雨
2024-04-28,2024,4,28,日,6,True,False,,大安,戌,True,False,False,False,False,22.3,12.8,17.6,0.0,曇り
2024-04-29,2024,4,29,月,0,False,True,昭和の日,赤口,亥,False,False,False,False,False,22.2,13.7,18.5,0.0,曇り
2024-04-30,2024,4,30,火,1,False,False,,先勝,子,False,False,False,False,False,21.4,17.4,19.1,0.9,雨
2024-05-01,2024,5,1,水,2,False,False,,友引,丑,False,False,False,False,False,17.7,13.2,15.7,17.6,雨
2024-05-02,2024,5,2,木,3,False,False,,先負,寅,False,False,False,True,False,16.8,11.1,14.2,4.6,雨
2024-05-03,2024,5,3,金,4,False,True,憲法記念日,仏滅,卯,False,False,False,False,False,20.9,7.9,15.3,0.0,晴れ
2024-05-04,2024,5,4,土,5,True,True,みどりの日,大安,辰,True,False,False,False,False,23.4,10.2,17.9,0.0,晴れ
2024-05-05,2024,5,5,日,6,True,True,こどもの日,赤口,巳,False,False,False,False,True,26.0,11.1,19.3,0.0,曇り
2024-05-06,2024,5,6,月,0,False,False,,先勝,午,False,False,False,False,False,23.1,17.5,20.2,0.0,曇り
2024-05-07,2024,5,7,火,1,False,False,,友引,未,False,False,False,False,False,20.5,18.3,19.6,10.0,雨
2024-05-08,2024,5,8,水,2,False,False,,先負,申,False,False,False,False,False,18.7,11.9,15.9,5.9,雨
2024-05-09,2024,5,9,木,3,False,False,,仏滅,酉,False,False,False,False,False,16.7,10.4,12.6,1.0,雨
2024-05-10,2024,5,10,金,4,False,False,,大安,戌,True,False,False,False,False,21.9,7.1,15.0,0.0,曇り
2024-05-11,2024,5,11,土,5,True,False,,赤口,亥,False,False,False,False,False,24.6,11.9,18.6,0.0,曇り
2024-05-12,2024,5,12,日,6,True,False,,先勝,子,False,False,False,False,False,23.0,16.8,20.1,0.0,曇り
2024-05-13,2024,5,13,月,0,False,False,,友引,丑,False,True,False,False,False,21.3,13.2,18.6,43.0,雨
2024-05-14,2024,5,14,火,1,False,False,,先負,寅,False,True,False,True,False,17.4,13.6,15.5,0.0,曇り
2024-05-15,2024,5,15,水,2,False,False,,仏滅,卯,False,True,False,False,False,20.5,11.0,16.7,0.8,雨
2024-05-16,2024,5,16,木,3,False,False,,大安,辰,True,False,False,False,False,23.0,14.4,18.3,6.3,雨
2024-05-17,2024,5,17,金,4,False,False,,赤口,巳,False,False,False,False,True,24.6,12.6,19.2,0.0,曇り
2024-05-18,2024,5,18,土,5,True,False,,先勝,午,False,False,False,False,False,22.2,15.1,18.9,0.0,曇り
2024-05-19,2024,5,19,日,6,True,False,,友引,未,False,False,False,False,False,21.9,13.9,18.7,0.0,曇り
2024-05-20,2024,5,20,月,0,False,False,,先負,申,False,False,False,False,False,20.5,15.6,17.7,22.7,雨
2024-05-21,2024,5,21,火,1,False,False,,仏滅,酉,False,False,False,False,False,23.8,14.4,19.0,0.4,小雨
2024-05-22,2024,5,22,水,2,False,False,,大安,戌,True,False,False,False,False,19.5,15.6,17.6,0.1,小雨
2024-05-23,2024,5,23,木,3,False,False,,赤口,亥,False,False,False,False,False,23.9,13.2,19.4,0.0,曇り
2024-05-24,2024,5,24,金,4,False,False,,先勝,子,False,False,False,False,False,26.4,15.1,21.4,0.1,小雨
2024-05-25,2024,5,25,土,5,True,False,,友引,丑,False,False,False,False,False,21.3,16.4,18.5,0.3,小雨
2024-05-26,2024,5,26,日,6,True,False,,先負,寅,False,True,False,True,False,23.3,14.1,19.1,0.0,曇り
2024-05-27,2024,5,27,月,0,False,False,,仏滅,卯,False,False,False,False,False,24.5,17.9,21.8,1.7,雨
2024-05-28,2024,5,28,火,1,False,False,,大安,辰,True,False,False,False,False,23.7,18.1,20.7,18.4,雨
2024-05-29,2024,5,29,水,2,False,False,,赤口,巳,False,True,False,False,True,23.1,16.6,19.5,9.1,雨
2024-05-30,2024,5,30,木,3,False,False,,先勝,午,False,True,True,False,False,22.9,14.9,20.1,0.0,曇り
2024-05-31,2024,5,31,金,4,False,False,,友引,未,False,False,False,False,False,19.1,16.6,17.9,27.3,雨
2024-06-01,2024,6,1,土,5,True,False,,先負,申,False,True,False,False,False,20.1,16.8,18.3,1.6,小雨
2024-06-02,2024,6,2,日,6,True,False,,仏滅,酉,False,False,False,False,False,20.0,16.0,17.8,17.3,雨
2024-06-03,2024,6,3,月,0,False,False,,大安,戌,True,False,False,False,False,20.1,16.3,17.9,8.3,雨
2024-06-04,2024,6,4,火,1,False,False,,赤口,亥,False,False,False,False,False,20.2,14.1,17.3,1.5,雨
2024-06-05,2024,6,5,水,2,False,False,,先勝,子,False,False,False,False,False,20.1,14.4,17.6,0.0,曇り
2024-06-06,2024,6,6,木,3,False,False,,友引,丑,False,False,False,False,False,22.0,14.2,19.3,0.0,曇り
2024-06-07,2024,6,7,金,4,False,False,,先負,寅,False,False,False,True,False,22.0,16.4,19.5,0.3,小雨
2024-06-08,2024,6,8,土,5,True,False,,仏滅,卯,False,False,False,False,False,22.4,15.4,19.3,0.0,曇り
2024-06-09,2024,6,9,日,6,True,False,,大安,辰,True,False,False,False,False,23.1,17.8,20.6,0.0,曇り
2024-06-10,2024,6,10,月,0,False,False,,赤口,巳,False,True,False,False,True,22.1,18.4,19.9,16.3,雨
2024-06-11,2024,6,11,火,1,False,False,,先勝,午,False,True,False,False,False,24.2,16.6,21.2,0.0,曇り
2024-06-12,2024,6,12,水,2,False,False,,友引,未,False,False,False,False,False,25.2,17.5,21.8,0.0,曇り
2024-06-13,2024,6,13,木,3,False,False,,先負,申,False,False,False,False,False,24.1,17.0,21.2,0.1,小雨
2024-06-14,2024,6,14,金,4,False,False,,仏滅,酉,False,True,False,False,False,26.6,18.4,22.7,0.0,晴れ
2024-06-15,2024,6,15,土,5,True,False,,大安,戌,True,False,False,False,False,24.3,18.7,21.9,0.0,曇り
2024-06-16,2024,6,16,日,6,True,False,,赤口,亥,False,False,False,False,False,26.9,20.6,23.4,2.0,雨
2024-06-17,2024,6,17,月,0,False,False,,先勝,子,False,False,False,False,False,27.3,21.3,23.8,2.5,雨
2024-06-18,2024,6,18,火,1,False,False,,友引,丑,False,False,False,False,False,21.5,18.3,19.6,58.6,大雨
2024-06-19,2024,6,19,水,2,False,False,,先負,寅,False,False,False,True,False,25.4,16.0,21.0,0.0,曇り
2024-06-20,2024,6,20,木,3,False,False,,仏滅,卯,False,False,False,False,False,26.7,16.5,21.8,0.0,曇り
2024-06-21,2024,6,21,金,4,False,False,,大安,辰,True,False,False,False,False,22.9,18.5,20.6,30.0,大雨
2024-06-22,2024,6,22,土,5,True,False,,赤口,巳,False,False,False,False,True,26.3,16.1,22.1,0.0,曇り
2024-06-23,2024,6,23,日,6,True,False,,先勝,午,False,False,False,False,False,27.1,20.6,22.6,28.4,雨
2024-06-24,2024,6,24,月,0,False,False,,友引,未,False,False,False,False,False,29.4,20.4,24.5,0.1,小雨
2024-06-25,2024,6,25,火,1,False,False,,先負,申,False,True,False,False,False,27.0,22.5,24.6,0.1,小雨
2024-06-26,2024,6,26,水,2,False,False,,仏滅,酉,False,True,False,False,False,27.7,21.6,23.9,1.3,雨
2024-06-27,2024,6,27,木,3,False,False,,大安,戌,True,True,False,False,False,23.5,20.8,21.9,1.4,雨
2024-06-28,2024,6,28,金,4,False,False,,赤口,亥,False,False,False,False,False,22.4,19.5,21.1,53.7,大雨
